TransactionID,OrderDate,ProductID,Product,Category,Region,Channel,Status,Quantity,UnitPriceGBP,UnitCostGBP,DiscountPct
10552,2024-01-20,P003,Keyboard,Accessories,Wales,Online,Completed,1,48.45,26.41,0
10697,2024-01-20,P008,Webcam,Electronics,Midlands,Retail,Completed,1,90.27,43.06,0
10642,2024-01-24,P005,Desk,Furniture,Midlands,Online,Completed,2,272.89,155.32,0.1
10875,2024-01-24,P001,Laptop,Electronics,Midlands,Retail,Completed,3,899.51,609.46,0.1
10894,2024-01-24,P006,Chair,Furniture,North,Online,Cancelled,4,134.56,66.95,0
10294,2024-01-26,P008,Webcam,Electronics,Midlands,Partner,Completed,1,91.51,42.69,0
10694,2024-01-26,P004,Mouse,Accessories,Midlands,Retail,Completed,4,27.2,13.28,0.05
10741,2024-01-26,P007,Headset,Accessories,Midlands,Online,Completed,2,73.07,35.32,0.1
10784,2024-01-28,P006,Chair,Furniture,North,Online,Completed,4,134.27,68.89,0.05
10849,2024-01-28,P004,Mouse,Accessories,South,Retail,Completed,4,27.81,13.09,0.15
10075,2024-01-30,P008,Webcam,Electronics,North,Online,Completed,3,88.07,42.41,0
10819,2024-01-30,P005,Desk,Furniture,North,Online,Completed,3,277.97,156.92,0
10276,2024-01-31,P005,Desk,Furniture,South,Online,Completed,4,270.33,156.44,0.05
10359,2024-01-31,P007,Headset,Accessories,North,Online,Completed,4,71.25,35.85,0
10189,2024-02-01,P003,Keyboard,Accessories,North,Online,Completed,4,48.84,26.22,0
10270,2024-02-02,P002,Monitor,Electronics,Midlands,Retail,Completed,4,276.64,168.06,0.15
10922,2024-02-04,P007,Headset,Accessories,Wales,Retail,Completed,3,74.47,35.07,0
10360,2024-02-05,P004,Mouse,Accessories,South,Partner,Completed,3,26.36,12.99,0
10805,2024-02-05,P001,Laptop,Electronics,Midlands,Online,Completed,2,900.26,634.48,0.15
10514,2024-02-06,P006,Chair,Furniture,South,Partner,Completed,2,138.32,67.84,0
10046,2024-02-09,P002,Monitor,Electronics,Midlands,Retail,Completed,4,296.09,167.58,0.1
10117,2024-02-10,P005,Desk,Furniture,North,Online,Completed,4,284.26,154.43,0
10563,2024-02-10,P008,Webcam,Electronics,South,Online,Completed,4,89.86,42.3,0
10828,2024-02-11,P008,Webcam,Electronics,Wales,Retail,Completed,3,87.03,42.67,0.05
10594,2024-02-14,P005,Desk,Furniture,North,Online,Cancelled,2,267.77,156.97,0
10181,2024-02-15,P006,Chair,Furniture,Scotland,Online,Completed,3,135.47,67.26,0.15
10887,2024-02-15,P007,Headset,Accessories,South,Retail,Completed,4,72.24,35.56,0.05
10012,2024-02-18,P002,Monitor,Electronics,South,Retail,Completed,2,277.72,169.84,0.1
10250,2024-02-19,P004,Mouse,Accessories,Midlands,Online,Completed,1,26.45,13.39,0
10423,2024-02-19,P001,Laptop,Electronics,South,Online,Completed,1,921.01,611.43,0.05
10440,2024-02-21,P004,Mouse,Accessories,Midlands,Online,Completed,4,27.7,13.03,0.05
10256,2024-02-22,P005,Desk,Furniture,South,Retail,Completed,4,282.24,156.45,0
10131,2024-02-23,P003,Keyboard,Accessories,South,Retail,Completed,4,50.2,26.15,0.05
10510,2024-02-23,P003,Keyboard,Accessories,Wales,Online,Completed,4,49.15,26.26,0
10675,2024-02-23,P003,Keyboard,Accessories,Midlands,Online,Cancelled,4,48.83,26.4,0
10916,2024-02-23,P006,Chair,Furniture,Scotland,Online,Completed,4,135.85,68.32,0.15
10082,2024-02-25,P005,Desk,Furniture,South,Retail,Completed,2,277.8,155.54,0
10382,2024-02-25,P006,Chair,Furniture,Midlands,Online,Cancelled,1,132.84,66.73,0.05
10470,2024-02-25,P003,Keyboard,Accessories,South,Retail,Completed,3,48.93,26.07,0
10242,2024-02-26,P008,Webcam,Electronics,South,Online,Completed,2,89.21,42.85,0.1
10156,2024-02-27,P006,Chair,Furniture,Midlands,Online,Completed,1,138.81,66.9,0
10133,2024-03-03,P008,Webcam,Electronics,Midlands,Online,Completed,4,91.93,41.84,0
10123,2024-03-05,P008,Webcam,Electronics,South,Online,Completed,3,88.23,42.19,0
10020,2024-03-06,P006,Chair,Furniture,South,Online,Completed,1,131.62,68.79,0
10010,2024-03-08,P004,Mouse,Accessories,North,Online,Completed,3,26.69,12.9,0
10161,2024-03-08,P006,Chair,Furniture,South,Online,Completed,1,139.0,69.92,0.15
10752,2024-03-09,P006,Chair,Furniture,South,Partner,Completed,4,138.68,67.91,0.15
10680,2024-03-10,P001,Laptop,Electronics,North,Online,Completed,4,906.53,616.38,0
10777,2024-03-10,P008,Webcam,Electronics,Wales,Online,Completed,1,88.22,42.47,0
10288,2024-03-11,P007,Headset,Accessories,North,Online,Completed,4,70.62,35.04,0.15
10570,2024-03-13,P001,Laptop,Electronics,South,Partner,Completed,2,943.99,609.48,0.05
10722,2024-03-13,P007,Headset,Accessories,South,Online,Completed,3,74.61,35.25,0.15
10555,2024-03-14,P008,Webcam,Electronics,North,Retail,Completed,2,87.09,42.77,0
10033,2024-03-15,P001,Laptop,Electronics,South,Retail,Completed,4,927.02,623.28,0
10084,2024-03-16,P001,Laptop,Electronics,North,Retail,Completed,2,956.41,611.27,0
10357,2024-03-17,P001,Laptop,Electronics,North,Retail,Completed,1,950.69,633.31,0
10429,2024-03-17,P002,Monitor,Electronics,South,Online,Completed,3,285.71,167.45,0
10240,2024-03-20,P002,Monitor,Electronics,Scotland,Partner,Completed,1,287.16,168.0,0.1
10111,2024-03-21,P007,Headset,Accessories,South,Retail,Completed,2,73.06,35.1,0.05
10186,2024-03-21,P007,Headset,Accessories,South,Online,Completed,2,73.17,34.84,0
10647,2024-03-21,P008,Webcam,Electronics,North,Retail,Completed,2,89.17,42.6,0
10762,2024-03-21,P007,Headset,Accessories,North,Retail,Completed,1,70.83,34.36,0
10091,2024-03-23,P001,Laptop,Electronics,South,Retail,Completed,4,907.14,628.5,0
10692,2024-03-23,P008,Webcam,Electronics,South,Online,Completed,3,90.45,41.79,0.05
10729,2024-03-23,P007,Headset,Accessories,Midlands,Partner,Completed,2,71.23,35.52,0
10673,2024-03-27,P003,Keyboard,Accessories,Scotland,Retail,Completed,2,48.35,26.05,0.05
10820,2024-03-28,P001,Laptop,Electronics,North,Online,Completed,4,906.07,619.49,0.15
10850,2024-03-29,P005,Desk,Furniture,North,Online,Completed,4,284.12,157.63,0
10511,2024-03-31,P002,Monitor,Electronics,North,Online,Completed,3,284.12,174.97,0.15
10597,2024-03-31,P003,Keyboard,Accessories,South,Online,Completed,2,48.38,26.17,0
10658,2024-04-01,P001,Laptop,Electronics,Scotland,Partner,Completed,4,950.43,637.6,0
10703,2024-04-01,P005,Desk,Furniture,South,Retail,Completed,4,269.19,153.01,0.15
10816,2024-04-01,P006,Chair,Furniture,Wales,Online,Cancelled,2,138.26,69.8,0.05
10367,2024-04-02,P001,Laptop,Electronics,South,Online,Completed,2,913.76,626.64,0
10384,2024-04-03,P007,Headset,Accessories,Midlands,Online,Completed,2,70.06,35.07,0.05
10831,2024-04-06,P006,Chair,Furniture,Midlands,Partner,Completed,1,134.48,69.8,0.05
10706,2024-04-07,P006,Chair,Furniture,South,Retail,Completed,2,131.45,67.02,0
10124,2024-04-09,P004,Mouse,Accessories,Midlands,Online,Cancelled,2,27.3,13.21,0.05
10109,2024-04-10,P002,Monitor,Electronics,North,Online,Completed,4,282.92,167.08,0
10275,2024-04-10,P007,Headset,Accessories,Scotland,Online,Cancelled,2,71.84,35.65,0.1
10711,2024-04-10,P004,Mouse,Accessories,Scotland,Online,Completed,4,27.08,13.05,0
10895,2024-04-11,P003,Keyboard,Accessories,North,Online,Completed,3,48.58,26.01,0
10788,2024-04-12,P004,Mouse,Accessories,South,Retail,Completed,3,27.35,12.98,0
10528,2024-04-13,P006,Chair,Furniture,South,Online,Cancelled,3,133.19,68.24,0
10900,2024-04-13,P004,Mouse,Accessories,Midlands,Online,Completed,2,27.14,13.25,0.15
10279,2024-04-14,P003,Keyboard,Accessories,North,Online,Cancelled,1,48.93,25.51,0.1
10300,2024-04-14,P003,Keyboard,Accessories,Midlands,Online,Completed,3,50.49,26.17,0.15
10758,2024-04-14,P004,Mouse,Accessories,South,Retail,Cancelled,2,27.49,13.36,0.1
10324,2024-04-15,P006,Chair,Furniture,Wales,Online,Completed,3,140.33,67.13,0.15
10932,2024-04-17,P008,Webcam,Electronics,South,Partner,Completed,1,87.76,42.47,0.15
10015,2024-04-18,P005,Desk,Furniture,North,Retail,Cancelled,2,284.43,156.54,0.1
10832,2024-04-18,P006,Chair,Furniture,North,Online,Completed,2,136.89,67.56,0.05
10114,2024-04-19,P004,Mouse,Accessories,South,Retail,Completed,4,28.04,13.17,0
10231,2024-04-19,P006,Chair,Furniture,Midlands,Retail,Cancelled,3,139.35,67.1,0.05
10506,2024-04-19,P003,Keyboard,Accessories,South,Online,Cancelled,4,49.47,26.28,0.05
10842,2024-04-20,P007,Headset,Accessories,North,Retail,Cancelled,4,71.63,35.32,0
10926,2024-04-20,P002,Monitor,Electronics,South,Online,Completed,1,278.96,170.93,0.1
10132,2024-04-21,P008,Webcam,Electronics,Wales,Online,Cancelled,2,89.18,43.18,0
10351,2024-04-21,P003,Keyboard,Accessories,North,Online,Completed,1,49.37,26.73,0
10177,2024-04-23,P008,Webcam,Electronics,South,Retail,Completed,1,89.0,42.45,0
10039,2024-04-24,P002,Monitor,Electronics,South,Retail,Cancelled,2,279.4,167.68,0.1
10638,2024-04-24,P006,Chair,Furniture,Scotland,Partner,Completed,1,131.19,68.28,0.1
10559,2024-04-25,P004,Mouse,Accessories,Midlands,Online,Completed,4,26.42,13.25,0.1
10099,2024-04-26,P008,Webcam,Electronics,South,Online,Completed,1,90.72,42.03,0.1
10335,2024-04-28,P008,Webcam,Electronics,Midlands,Retail,Completed,1,86.41,41.45,0
10192,2024-04-30,P005,Desk,Furniture,South,Online,Cancelled,3,280.11,159.64,0
10643,2024-04-30,P005,Desk,Furniture,North,Online,Cancelled,2,276.65,153.5,0.1
10148,2024-05-02,P001,Laptop,Electronics,Scotland,Online,Completed,4,937.72,623.11,0.1
10460,2024-05-02,P007,Headset,Accessories,Midlands,Retail,Completed,1,72.78,34.75,0
10774,2024-05-05,P004,Mouse,Accessories,South,Online,Cancelled,4,26.71,13.25,0.1
10475,2024-05-06,P001,Laptop,Electronics,South,Online,Cancelled,1,912.02,630.8,0
10171,2024-05-07,P005,Desk,Furniture,Scotland,Online,Cancelled,1,282.75,152.61,0
10128,2024-05-08,P004,Mouse,Accessories,Scotland,Retail,Cancelled,1,27.73,12.89,0
10064,2024-05-10,P001,Laptop,Electronics,South,Retail,Completed,4,920.0,634.47,0.15
10526,2024-05-11,P001,Laptop,Electronics,South,Online,Cancelled,4,917.76,628.88,0
10199,2024-05-12,P007,Headset,Accessories,Scotland,Online,Completed,1,70.66,35.94,0
10419,2024-05-12,P002,Monitor,Electronics,South,Online,Completed,4,282.4,169.07,0
10022,2024-05-15,P008,Webcam,Electronics,Scotland,Retail,Completed,2,86.93,42.07,0
10034,2024-05-15,P006,Chair,Furniture,Scotland,Online,Completed,1,138.83,69.03,0.05
10731,2024-05-15,P008,Webcam,Electronics,Midlands,Retail,Completed,3,87.51,41.21,0
10702,2024-05-16,P002,Monitor,Electronics,Scotland,Online,Completed,4,276.58,168.13,0
10182,2024-05-18,P002,Monitor,Electronics,North,Online,Completed,4,282.75,169.24,0
10245,2024-05-18,P007,Headset,Accessories,Wales,Online,Completed,3,70.24,35.99,0.05
10398,2024-05-18,P001,Laptop,Electronics,North,Retail,Completed,2,894.53,609.17,0
10551,2024-05-19,P005,Desk,Furniture,South,Retail,Completed,1,278.74,153.36,0.15
10769,2024-05-19,P008,Webcam,Electronics,South,Retail,Completed,3,88.37,41.4,0
10174,2024-05-20,P001,Laptop,Electronics,Wales,Online,Completed,3,922.61,626.68,0.15
10214,2024-05-20,P006,Chair,Furniture,South,Online,Cancelled,4,134.05,68.72,0
10226,2024-05-20,P002,Monitor,Electronics,Midlands,Retail,Cancelled,2,289.18,167.05,0
10170,2024-05-21,P005,Desk,Furniture,South,Partner,Cancelled,1,280.44,155.9,0
10602,2024-05-21,P004,Mouse,Accessories,Midlands,Retail,Cancelled,2,27.0,13.33,0
10721,2024-05-21,P007,Headset,Accessories,Scotland,Online,Completed,2,73.03,35.81,0.15
10327,2024-05-23,P004,Mouse,Accessories,South,Online,Cancelled,3,27.55,12.93,0.1
10408,2024-05-23,P001,Laptop,Electronics,Wales,Online,Completed,4,917.4,608.69,0.05
10303,2024-05-24,P007,Headset,Accessories,South,Retail,Completed,4,72.29,35.24,0
10666,2024-05-25,P005,Desk,Furniture,South,Online,Cancelled,4,271.47,156.79,0
10901,2024-05-25,P006,Chair,Furniture,Scotland,Online,Completed,2,135.22,66.64,0.1
10143,2024-05-26,P007,Headset,Accessories,North,Retail,Completed,1,73.6,34.68,0
10662,2024-05-27,P008,Webcam,Electronics,Wales,Online,Completed,4,91.35,42.97,0.15
10757,2024-05-27,P001,Laptop,Electronics,South,Online,Completed,2,914.32,635.83,0.05
10869,2024-05-29,P001,Laptop,Electronics,North,Online,Completed,1,896.36,631.13,0.05
10134,2024-05-31,P002,Monitor,Electronics,Midlands,Retail,Cancelled,2,282.94,175.05,0.15
10586,2024-05-31,P003,Keyboard,Accessories,North,Retail,Completed,3,48.9,25.59,0.1
10744,2024-05-31,P007,Headset,Accessories,Midlands,Online,Completed,3,71.39,35.08,0
10829,2024-05-31,P002,Monitor,Electronics,North,Partner,Completed,3,291.41,173.59,0
10268,2024-06-01,P004,Mouse,Accessories,South,Online,Completed,2,27.69,12.79,0
10707,2024-06-01,P008,Webcam,Electronics,North,Retail,Completed,4,90.35,41.76,0
10618,2024-06-02,P003,Keyboard,Accessories,North,Retail,Completed,2,48.59,26.48,0
10004,2024-06-08,P004,Mouse,Accessories,North,Online,Completed,3,27.33,13.26,0
10145,2024-06-08,P003,Keyboard,Accessories,South,Online,Completed,1,49.61,26.02,0.05
10861,2024-06-11,P003,Keyboard,Accessories,Scotland,Online,Completed,1,48.31,26.21,0.1
10364,2024-06-12,P002,Monitor,Electronics,South,Online,Completed,2,287.94,174.95,0
10379,2024-06-13,P002,Monitor,Electronics,Midlands,Partner,Completed,1,277.07,174.61,0.15
10215,2024-06-15,P007,Headset,Accessories,South,Online,Cancelled,3,72.31,35.29,0.1
10533,2024-06-16,P001,Laptop,Electronics,Scotland,Online,Completed,2,940.35,615.65,0.05
10754,2024-06-16,P001,Laptop,Electronics,Midlands,Retail,Completed,3,911.07,624.02,0
10119,2024-06-17,P005,Desk,Furniture,Wales,Online,Completed,4,275.77,152.48,0
10380,2024-06-17,P007,Headset,Accessories,North,Online,Completed,2,73.35,35.56,0.05
10826,2024-06-17,P006,Chair,Furniture,Scotland,Online,Completed,4,132.74,66.83,0
10496,2024-06-19,P005,Desk,Furniture,South,Online,Cancelled,2,267.11,157.48,0.15
10282,2024-06-20,P007,Headset,Accessories,Midlands,Online,Completed,3,71.11,34.73,0
10468,2024-06-20,P001,Laptop,Electronics,North,Retail,Completed,1,919.72,610.82,0.15
10312,2024-06-21,P006,Chair,Furniture,Midlands,Online,Cancelled,3,138.65,67.1,0.15
10422,2024-06-22,P002,Monitor,Electronics,South,Retail,Completed,3,281.55,171.15,0.15
10590,2024-06-22,P006,Chair,Furniture,South,Online,Completed,4,137.43,67.17,0
10896,2024-06-22,P001,Laptop,Electronics,North,Retail,Completed,3,898.76,612.02,0.05
10383,2024-06-23,P005,Desk,Furniture,South,Online,Completed,1,276.17,157.02,0.05
10650,2024-06-23,P005,Desk,Furniture,South,Online,Completed,3,282.49,158.07,0.05
10087,2024-06-26,P002,Monitor,Electronics,North,Online,Cancelled,2,282.26,168.57,0.05
10154,2024-06-26,P003,Keyboard,Accessories,North,Retail,Completed,1,50.12,26.47,0.05
10430,2024-06-27,P001,Laptop,Electronics,Midlands,Retail,Completed,3,899.86,633.99,0.15
10527,2024-06-27,P008,Webcam,Electronics,South,Online,Completed,1,90.53,41.96,0
10936,2024-06-27,P006,Chair,Furniture,North,Online,Completed,2,131.15,68.94,0
10372,2024-06-28,P007,Headset,Accessories,South,Online,Completed,3,69.85,35.53,0.15
10453,2024-07-01,P006,Chair,Furniture,Scotland,Retail,Cancelled,1,139.86,69.05,0.1
10947,2024-07-02,P008,Webcam,Electronics,Midlands,Online,Completed,2,91.58,42.24,0
10415,2024-07-03,P002,Monitor,Electronics,Midlands,Partner,Completed,4,277.61,170.44,0.15
10065,2024-07-05,P001,Laptop,Electronics,Midlands,Online,Completed,3,941.42,619.35,0
10827,2024-07-06,P001,Laptop,Electronics,Midlands,Retail,Completed,4,956.49,636.34,0
10264,2024-07-07,P001,Laptop,Electronics,Scotland,Online,Completed,1,918.96,633.72,0
10463,2024-07-07,P002,Monitor,Electronics,Midlands,Online,Completed,2,280.86,168.41,0
10080,2024-07-08,P004,Mouse,Accessories,South,Online,Cancelled,2,27.32,13.38,0.1
10233,2024-07-09,P001,Laptop,Electronics,Scotland,Retail,Completed,3,931.75,627.4,0
10158,2024-07-11,P006,Chair,Furniture,South,Partner,Completed,4,138.61,69.49,0
10127,2024-07-13,P002,Monitor,Electronics,North,Online,Cancelled,4,277.46,169.43,0
10208,2024-07-13,P003,Keyboard,Accessories,Wales,Online,Completed,4,47.61,26.71,0.05
10573,2024-07-13,P004,Mouse,Accessories,South,Partner,Cancelled,2,27.24,13.22,0.15
10447,2024-07-14,P006,Chair,Furniture,Scotland,Online,Cancelled,1,138.25,68.17,0
10681,2024-07-16,P001,Laptop,Electronics,South,Online,Cancelled,1,949.97,614.32,0.15
10153,2024-07-17,P006,Chair,Furniture,South,Retail,Completed,3,131.92,67.51,0
10713,2024-07-17,P006,Chair,Furniture,North,Online,Cancelled,3,133.6,67.02,0
10262,2024-07-19,P006,Chair,Furniture,Midlands,Retail,Completed,2,137.14,68.97,0.1
10949,2024-07-20,P006,Chair,Furniture,Midlands,Retail,Completed,3,137.62,70.03,0
10089,2024-07-21,P007,Headset,Accessories,South,Retail,Completed,1,70.2,34.59,0
10193,2024-07-23,P002,Monitor,Electronics,Scotland,Online,Completed,2,292.62,174.82,0
10455,2024-07-23,P005,Desk,Furniture,Wales,Retail,Completed,2,280.04,154.19,0
10866,2024-07-25,P008,Webcam,Electronics,Scotland,Online,Completed,4,88.12,41.52,0
10320,2024-07-26,P003,Keyboard,Accessories,North,Partner,Completed,3,49.78,25.81,0
10458,2024-07-26,P008,Webcam,Electronics,Wales,Retail,Completed,2,89.74,42.43,0.1
10944,2024-07-26,P008,Webcam,Electronics,Midlands,Online,Completed,2,87.31,42.93,0.1
10097,2024-07-27,P005,Desk,Furniture,Wales,Online,Completed,2,267.31,156.78,0
10657,2024-07-29,P006,Chair,Furniture,South,Partner,Completed,3,137.73,69.75,0.05
10352,2024-07-31,P008,Webcam,Electronics,South,Partner,Completed,3,91.36,41.8,0
10416,2024-08-02,P003,Keyboard,Accessories,South,Retail,Completed,2,49.64,26.3,0
10493,2024-08-04,P003,Keyboard,Accessories,North,Retail,Completed,2,48.32,26.53,0.15
10485,2024-08-05,P001,Laptop,Electronics,South,Partner,Completed,3,942.32,618.94,0.15
10146,2024-08-08,P002,Monitor,Electronics,Midlands,Online,Cancelled,3,286.96,169.22,0.05
10326,2024-08-10,P002,Monitor,Electronics,North,Online,Completed,1,295.67,169.27,0
10363,2024-08-12,P001,Laptop,Electronics,North,Partner,Cancelled,3,941.78,638.59,0
10147,2024-08-13,P007,Headset,Accessories,North,Online,Completed,1,73.69,34.81,0
10402,2024-08-14,P004,Mouse,Accessories,Midlands,Online,Completed,2,26.21,13.33,0.15
10356,2024-08-15,P003,Keyboard,Accessories,Scotland,Online,Completed,2,49.54,26.67,0.1
10742,2024-08-15,P005,Desk,Furniture,North,Online,Completed,2,279.68,152.58,0.15
10486,2024-08-16,P005,Desk,Furniture,South,Online,Completed,2,276.42,157.04,0
10750,2024-08-17,P001,Laptop,Electronics,North,Online,Completed,1,934.51,635.27,0
10200,2024-08-18,P006,Chair,Furniture,Scotland,Online,Cancelled,3,132.13,67.67,0
10044,2024-08-21,P004,Mouse,Accessories,South,Online,Completed,1,28.02,12.92,0
10021,2024-08-22,P002,Monitor,Electronics,Scotland,Online,Completed,1,289.8,168.42,0
10265,2024-08-24,P002,Monitor,Electronics,North,Online,Completed,2,288.78,172.27,0
10629,2024-08-26,P005,Desk,Furniture,North,Online,Completed,2,283.08,158.1,0.15
10251,2024-08-27,P006,Chair,Furniture,North,Partner,Cancelled,3,134.86,67.58,0
10053,2024-08-28,P005,Desk,Furniture,Scotland,Online,Completed,2,285.69,156.64,0
10807,2024-08-29,P005,Desk,Furniture,Scotland,Online,Completed,2,272.86,158.19,0.15
10921,2024-08-30,P002,Monitor,Electronics,Scotland,Retail,Cancelled,4,278.16,167.12,0
10457,2024-08-31,P005,Desk,Furniture,Wales,Online,Completed,1,267.79,157.66,0.1
10933,2024-09-01,P008,Webcam,Electronics,Scotland,Online,Completed,3,91.48,41.17,0
10077,2024-09-03,P008,Webcam,Electronics,Midlands,Online,Completed,4,88.85,41.67,0
10178,2024-09-03,P007,Headset,Accessories,South,Online,Completed,2,74.65,35.25,0
10400,2024-09-04,P006,Chair,Furniture,South,Online,Completed,4,136.16,67.81,0.1
10523,2024-09-04,P005,Desk,Furniture,North,Retail,Cancelled,2,269.75,152.73,0
10679,2024-09-04,P004,Mouse,Accessories,South,Partner,Completed,3,26.21,12.75,0.1
10055,2024-09-06,P003,Keyboard,Accessories,Wales,Partner,Completed,1,48.28,26.53,0.05
10495,2024-09-06,P001,Laptop,Electronics,South,Online,Cancelled,2,949.77,612.15,0
10345,2024-09-08,P003,Keyboard,Accessories,Wales,Online,Cancelled,1,49.71,26.38,0
10797,2024-09-08,P005,Desk,Furniture,South,Partner,Completed,4,284.18,153.47,0.15
10031,2024-09-09,P001,Laptop,Electronics,Midlands,Retail,Cancelled,1,952.6,613.93,0
10804,2024-09-09,P005,Desk,Furniture,Midlands,Retail,Completed,2,279.17,158.92,0
10248,2024-09-10,P008,Webcam,Electronics,North,Online,Completed,3,91.37,42.04,0
10785,2024-09-10,P004,Mouse,Accessories,South,Partner,Completed,3,26.41,12.85,0
10556,2024-09-11,P007,Headset,Accessories,Midlands,Partner,Completed,4,73.55,34.46,0.05
10580,2024-09-12,P004,Mouse,Accessories,Scotland,Online,Completed,3,27.92,13.22,0.1
10424,2024-09-15,P008,Webcam,Electronics,North,Retail,Completed,2,88.95,41.37,0
10508,2024-09-16,P005,Desk,Furniture,Scotland,Online,Completed,3,269.04,153.68,0.15
10631,2024-09-17,P002,Monitor,Electronics,Midlands,Online,Completed,3,290.13,169.5,0
10945,2024-09-17,P002,Monitor,Electronics,Scotland,Online,Cancelled,2,281.04,166.95,0
10255,2024-09-18,P004,Mouse,Accessories,South,Partner,Completed,3,27.2,13.28,0
10263,2024-09-20,P008,Webcam,Electronics,South,Retail,Completed,4,87.2,42.31,0
10236,2024-09-24,P006,Chair,Furniture,North,Online,Completed,2,134.78,68.35,0
10385,2024-09-26,P004,Mouse,Accessories,South,Online,Completed,3,27.45,13.27,0
10521,2024-09-26,P004,Mouse,Accessories,North,Retail,Completed,3,27.24,12.86,0
10867,2024-09-29,P006,Chair,Furniture,Midlands,Retail,Completed,4,134.94,67.42,0.1
10008,2024-09-30,P002,Monitor,Electronics,South,Online,Completed,2,281.84,174.47,0.05
10606,2024-09-30,P004,Mouse,Accessories,North,Online,Completed,2,27.66,12.83,0.15
10308,2024-10-01,P006,Chair,Furniture,Scotland,Online,Completed,1,131.92,69.46,0.05
10531,2024-10-03,P004,Mouse,Accessories,Scotland,Online,Completed,4,27.71,12.85,0.05
10704,2024-10-04,P008,Webcam,Electronics,North,Online,Completed,4,87.45,42.21,0.1
10637,2024-10-05,P007,Headset,Accessories,South,Online,Completed,1,70.93,34.83,0
10748,2024-10-06,P007,Headset,Accessories,South,Retail,Completed,2,70.78,34.97,0
10798,2024-10-06,P003,Keyboard,Accessories,Midlands,Retail,Cancelled,1,49.74,25.53,0
10701,2024-10-07,P003,Keyboard,Accessories,North,Online,Completed,4,48.37,26.24,0.05
10115,2024-10-08,P001,Laptop,Electronics,Wales,Retail,Completed,1,931.49,618.52,0
10671,2024-10-08,P005,Desk,Furniture,Scotland,Retail,Cancelled,1,269.66,155.36,0.15
10093,2024-10-11,P003,Keyboard,Accessories,South,Online,Completed,4,48.72,25.91,0.05
10222,2024-10-12,P005,Desk,Furniture,Wales,Partner,Completed,2,270.74,157.36,0.15
10716,2024-10-12,P001,Laptop,Electronics,South,Online,Completed,4,929.72,635.25,0.05
10343,2024-10-16,P005,Desk,Furniture,North,Online,Completed,3,272.36,157.98,0
10318,2024-10-17,P006,Chair,Furniture,South,Online,Completed,2,138.15,66.8,0.15
10770,2024-10-17,P008,Webcam,Electronics,South,Retail,Completed,3,88.87,43.23,0.1
10735,2024-10-19,P003,Keyboard,Accessories,Scotland,Retail,Completed,2,48.35,25.53,0
10856,2024-10-21,P004,Mouse,Accessories,Midlands,Online,Completed,4,27.91,12.96,0.1
10929,2024-10-25,P006,Chair,Furniture,South,Retail,Completed,1,133.19,69.43,0
10865,2024-10-26,P008,Webcam,Electronics,South,Online,Completed,4,91.43,41.42,0
10014,2024-10-27,P007,Headset,Accessories,Midlands,Partner,Completed,2,73.68,35.19,0.1
10451,2024-10-28,P008,Webcam,Electronics,North,Retail,Cancelled,2,91.58,42.31,0
10940,2024-10-28,P003,Keyboard,Accessories,Midlands,Retail,Completed,3,50.45,26.74,0
10565,2024-10-29,P005,Desk,Furniture,Midlands,Retail,Cancelled,3,280.87,158.74,0.05
